polarization,minus_two_delta_loglikelihood,expected_first_count,expected_second_count,expected_total_count,expected_ratio_or_asymmetry
0.7650000000,1229.9881826981,107345.3660420889,67258.3813310580,174603.7473731469,0.2295883411
0.7675000000,1253.9238016377,107399.3183346852,67181.3304056444,174580.6487403295,0.2303691057
0.7700000000,1278.1029447521,107453.2706272814,67104.2794802307,174557.5501075122,0.2311500770
0.7725000000,1302.5260148541,107507.2229198777,67027.2285548171,174534.4514746948,0.2319312550
0.7750000000,1327.1934164068,107561.1752124740,66950.1776294034,174511.3528418774,0.2327126397
0.7775000000,1352.1055555305,107615.1275050702,66873.1267039898,174488.2542090600,0.2334942314
0.7800000000,1377.2628400098,107669.0797976665,66796.0757785762,174465.1555762427,0.2342760300
0.7825000000,1402.6656793011,107723.0320902627,66719.0248531625,174442.0569434253,0.2350580356
0.7850000000,1428.3144845393,107776.9843828590,66641.9739277489,174418.9583106079,0.2358402484
0.7875000000,1454.2096685455,107830.9366754553,66564.9230023352,174395.8596777905,0.2366226684
0.7900000000,1480.3516458342,107884.8889680515,66487.8720769216,174372.7610449732,0.2374052957
0.7925000000,1506.7408326205,107938.8412606478,66410.8211515080,174349.6624121558,0.2381881303
0.7950000000,1533.3776468276,107992.7935532441,66333.7702260943,174326.5637793384,0.2389711724
0.7975000000,1560.2625080943,108046.7458458403,66256.7193006807,174303.4651465210,0.2397544220
0.8000000000,1587.3958377824,108100.6981384366,66179.6683752670,174280.3665137036,0.2405378793
0.8025000000,1614.7780589840,108154.6504310329,66102.6174498534,174257.2678808863,0.2413215442
0.8050000000,1642.4095965296,108208.6027236291,66025.5665244398,174234.1692480689,0.2421054170
0.8075000000,1670.2908769952,108262.5550162254,65948.5155990261,174211.0706152515,0.2428894976
0.8100000000,1698.4223287105,108316.5073088216,65871.4646736125,174187.9719824341,0.2436737862
0.8125000000,1726.8043817659,108370.4596014179,65794.4137481988,174164.8733496167,0.2444582827
0.8150000000,1755.4374680209,108424.4118940142,65717.3628227852,174141.7747167994,0.2452429874
0.8175000000,1784.3220211116,108478.3641866104,65640.3118973715,174118.6760839820,0.2460279004
0.8200000000,1813.4584764586,108532.3164792067,65563.2609719579,174095.5774511646,0.2468130215
0.8225000000,1842.8472712747,108586.2687718030,65486.2100465443,174072.4788183472,0.2475983511
0.8250000000,1872.4888445734,108640.2210643992,65409.1591211306,174049.3801855299,0.2483838891
0.8275000000,1902.3836371762,108694.1733569955,65332.1081957170,174026.2815527125,0.2491696356
0.8300000000,1932.5320917211,108748.1256495918,65255.0572703033,174003.1829198951,0.2499555908
0.8325000000,1962.9346526707,108802.0779421880,65178.0063448897,173980.0842870777,0.2507417546
0.8350000000,1993.5917663198,108856.0302347843,65100.9554194761,173956.9856542603,0.2515281272
0.8375000000,2024.5038808045,108909.9825273805,65023.9044940624,173933.8870214430,0.2523147087
0.8400000000,2055.6714461095,108963.9348199768,64946.8535686488,173910.7883886256,0.2531014991
0.8425000000,2087.0949140770,109017.8871125731,64869.8026432351,173887.6897558082,0.2538884986
0.8450000000,2118.7747384147,109071.8394051693,64792.7517178215,173864.5911229908,0.2546757071
0.8475000000,2150.7113747046,109125.7916977656,64715.7007924078,173841.4924901734,0.2554631249
0.8500000000,2182.9052804110,109179.7439903619,64638.6498669942,173818.3938573561,0.2562507519
0.8525000000,2215.3569148890,109233.6962829581,64561.5989415806,173795.2952245387,0.2570385883
0.8550000000,2248.0667393935,109287.6485755544,64484.5480161669,173772.1965917213,0.2578266342
0.8575000000,2281.0352170875,109341.6008681507,64407.4970907533,173749.0979589039,0.2586148895
0.8600000000,2314.2628130504,109395.5531607469,64330.4461653396,173725.9993260865,0.2594033545
0.8625000000,2347.7499942875,109449.5054533432,64253.3952399260,173702.9006932692,0.2601920292
0.8650000000,2381.4972297380,109503.4577459394,64176.3443145124,173679.8020604518,0.2609809137
0.8675000000,2415.5049902842,109557.4100385357,64099.2933890987,173656.7034276344,0.2617700080
0.8700000000,2449.7737487604,109611.3623311320,64022.2424636851,173633.6047948170,0.2625593123
0.8725000000,2484.3039799615,109665.3146237282,63945.1915382714,173610.5061619997,0.2633488266
0.8750000000,2519.0961606522,109719.2669163245,63868.1406128578,173587.4075291823,0.2641385510
0.8775000000,2554.1507695762,109773.2192089208,63791.0896874442,173564.3088963649,0.2649284857
0.8800000000,2589.4682874649,109827.1715015170,63714.0387620305,173541.2102635475,0.2657186306
0.8825000000,2625.0491970468,109881.1237941133,63636.9878366169,173518.1116307302,0.2665089859
0.8850000000,2660.8939830564,109935.0760867096,63559.9369112032,173495.0129979128,0.2672995516
0.8875000000,2697.0031322440,109989.0283793058,63482.8859857896,173471.9143650954,0.2680903278
0.8900000000,2733.3771333844,110042.9806719021,63405.8350603759,173448.8157322780,0.2688813147
0.8925000000,2770.0164772868,110096.9329644983,63328.7841349623,173425.7170994607,0.2696725123
0.8950000000,2806.9216568037,110150.8852570946,63251.7332095487,173402.6184666433,0.2704639207
0.8975000000,2844.0931668410,110204.8375496909,63174.6822841350,173379.5198338259,0.2712555399
0.9000000000,2881.5315043667,110258.7898422871,63097.6313587214,173356.4212010085,0.2720473701
0.9025000000,2919.2371684215,110312.7421348834,63020.5804333077,173333.3225681911,0.2728394114
0.9050000000,2957.2106601277,110366.6944274797,62943.5295078941,173310.2239353738,0.2736316637
0.9075000000,2995.4524826994,110420.6467200759,62866.4785824805,173287.1253025564,0.2744241273
0.9100000000,3033.9631414518,110474.5990126722,62789.4276570668,173264.0266697390,0.2752168022
0.9125000000,3072.7431438114,110528.5513052685,62712.3767316532,173240.9280369216,0.2760096884
0.9150000000,3111.7929993261,110582.5035978647,62635.3258062395,173217.8294041042,0.2768027862
0.9175000000,3151.1132196746,110636.4558904610,62558.2748808259,173194.7307712869,0.2775960954
0.9200000000,3190.7043186767,110690.4081830572,62481.2239554122,173171.6321384695,0.2783896163
0.9225000000,3230.5668123038,110744.3604756535,62404.1730299986,173148.5335056521,0.2791833489
0.9250000000,3270.7012186883,110798.3127682498,62327.1221045850,173125.4348728347,0.2799772933
0.9275000000,3311.1080581344,110852.2650608460,62250.0711791713,173102.3362400174,0.2807714496
0.9300000000,3351.7878531281,110906.2173534423,62173.0202537577,173079.2376072000,0.2815658179
0.9325000000,3392.7411283477,110960.1696460386,62095.9693283440,173056.1389743826,0.2823603982
0.9350000000,3433.9684106742,111014.1219386348,62018.9184029304,173033.0403415652,0.2831551907
0.9375000000,3475.4702292018,111068.0742312311,61941.8674775168,173009.9417087478,0.2839501954
0.9400000000,3517.2471152482,111122.0265238273,61864.8165521031,172986.8430759305,0.2847454124
0.9425000000,3559.2996023656,111175.9788164236,61787.7656266895,172963.7444431131,0.2855408418
0.9450000000,3601.6282263512,111229.9311090199,61710.7147012758,172940.6458102957,0.2863364837
0.9475000000,3644.2335252578,111283.8834016161,61633.6637758622,172917.5471774783,0.2871323381
0.9500000000,3687.1160394048,111337.8356942124,61556.6128504486,172894.4485446609,0.2879284052
0.9525000000,3730.2763113894,111391.7879868087,61479.5619250349,172871.3499118436,0.2887246851
0.9550000000,3773.7148860967,111445.7402794049,61402.5109996213,172848.2512790262,0.2895211777
0.9575000000,3817.4323107116,111499.6925720012,61325.4600742076,172825.1526462088,0.2903178833
0.9600000000,3861.4291347296,111553.6448645974,61248.4091487940,172802.0540133914,0.2911148019
0.9625000000,3905.7059099675,111607.5971571937,61171.3582233803,172778.9553805740,0.2919119335
0.9650000000,3950.2631905756,111661.5494497900,61094.3072979667,172755.8567477567,0.2927092783
0.9675000000,3995.1015330482,111715.5017423862,61017.2563725531,172732.7581149393,0.2935068364
0.9700000000,4040.2214962352,111769.4540349825,60940.2054471394,172709.6594821219,0.2943046077
0.9725000000,4085.6236413537,111823.4063275788,60863.1545217258,172686.5608493045,0.2951025926
0.9750000000,4131.3085319996,111877.3586201750,60786.1035963121,172663.4622164872,0.2959007909
0.9775000000,4177.2767341589,111931.3109127713,60709.0526708985,172640.3635836698,0.2966992028
0.9800000000,4223.5288162195,111985.2632053676,60632.0017454848,172617.2649508524,0.2974978284
0.9825000000,4270.0653489832,112039.2154979638,60554.9508200712,172594.1663180350,0.2982966677
0.9850000000,4316.8869056772,112093.1677905601,60477.8998946576,172571.0676852177,0.2990957209
0.9875000000,4363.9940619661,112147.1200831563,60400.8489692439,172547.9690524003,0.2998949880
0.9900000000,4411.3873959641,112201.0723757526,60323.7980438303,172524.8704195829,0.3006944692
0.9925000000,4459.0674882469,112255.0246683489,60246.7471184166,172501.7717867655,0.3014941644
0.9950000000,4507.0349218635,112308.9769609451,60169.6961930030,172478.6731539482,0.3022940739
0.9975000000,4555.2902823493,112362.9292535414,60092.6452675894,172455.5745211308,0.3030941976
1.0000000000,4603.8341577374,112416.8815461377,60015.5943421757,172432.4758883134,0.3038945357
