! 12C range in H8C8
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
4400.000000	6.03309e+06	4400.000000	6.12411e+06	4400.000000	6.47351e+06	4400.000000	6.51275e+06	4400.000000	6.49333e+06	4400.000000	15809.3   	4400.000000	15358.6   	4400.000000	24479     	4400.000000	26201.5   	4400.000000	35115     	
4600.000000	6.28889e+06	4600.000000	6.39858e+06	4600.000000	6.79246e+06	4600.000000	6.83361e+06	4600.000000	6.81317e+06	4600.000000	16265.4   	4600.000000	16210.3   	4600.000000	25343.2   	4600.000000	27215.3   	4600.000000	36527.3   	
4800.000000	6.53969e+06	4800.000000	6.66953e+06	4800.000000	7.11063e+06	4800.000000	7.15368e+06	4800.000000	7.13224e+06	4800.000000	16708.5   	4800.000000	17070.8   	4800.000000	26188.7   	4800.000000	28209.8   	4800.000000	37915     	
5000.000000	6.78556e+06	5000.000000	6.93701e+06	5000.000000	7.42803e+06	5000.000000	7.47296e+06	5000.000000	7.45052e+06	5000.000000	17139.7   	5000.000000	17939.9   	5000.000000	27016.4   	5000.000000	29185.9   	5000.000000	39278.9   	
5250.000000	7.08611e+06	5250.000000	7.26653e+06	5250.000000	7.82369e+06	5250.000000	7.87096e+06	5250.000000	7.84727e+06	5250.000000	17663     	5250.000000	19038.3   	5250.000000	28027.6   	5250.000000	30381.3   	5250.000000	40951.9   	
5500.000000	7.37929e+06	5500.000000	7.59079e+06	5500.000000	8.21814e+06	5500.000000	8.26773e+06	5500.000000	8.24281e+06	5500.000000	18170     	5500.000000	20149.8   	5500.000000	29014.2   	5500.000000	31550.3   	5500.000000	42590.9   	
6000.000000	7.94433e+06	6000.000000	8.22392e+06	6000.000000	9.00346e+06	6000.000000	9.05764e+06	6000.000000	9.03028e+06	6000.000000	19140.2   	6000.000000	22411.3   	6000.000000	30918.9   	6000.000000	33814.8   	6000.000000	45773.1   	
6500.000000	8.48229e+06	6500.000000	8.83733e+06	6500.000000	9.78415e+06	6500.000000	9.84284e+06	6500.000000	9.81308e+06	6500.000000	20058.3   	6500.000000	24722.9   	6500.000000	32740.9   	6500.000000	35988.6   	6500.000000	48837.1   	
7000.000000	8.99479e+06	7000.000000	9.43195e+06	7000.000000	1.05604e+07	7000.000000	1.06235e+07	7000.000000	1.05914e+07	7000.000000	20930.8   	7000.000000	27083     	7000.000000	34488.8   	7000.000000	38080.1   	7000.000000	51792.9   	
7500.000000	9.48343e+06	7500.000000	1.00087e+07	7500.000000	1.13323e+07	7500.000000	1.13999e+07	7500.000000	1.13654e+07	7500.000000	21763.2   	7500.000000	29490.3   	7500.000000	36169.9   	7500.000000	40096.2   	7500.000000	54649.5   	
8000.000000	9.9497e+06	8000.000000	1.05686e+07	8000.000000	1.21002e+07	8000.000000	1.21721e+07	8000.000000	1.21353e+07	8000.000000	22559.8   	8000.000000	31943.6   	8000.000000	37790.5   	8000.000000	42043.4   	8000.000000	57414.8   	
8500.000000	1.0395e+07	8500.000000	1.11124e+07	8500.000000	1.28642e+07	8500.000000	1.29404e+07	8500.000000	1.29013e+07	8500.000000	23324.3   	8500.000000	34441.5   	8500.000000	39355.9   	8500.000000	43927     	8500.000000	60095.9   	
9000.000000	1.08207e+07	9000.000000	1.1641e+07	9000.000000	1.36245e+07	9000.000000	1.37049e+07	9000.000000	1.36636e+07	9000.000000	24060     	9000.000000	36982.4   	9000.000000	40870.8   	9000.000000	45752     	9000.000000	62698.8   	
9500.000000	1.12281e+07	9500.000000	1.21552e+07	9500.000000	1.43812e+07	9500.000000	1.44658e+07	9500.000000	1.44223e+07	9500.000000	24769.5   	9500.000000	39565.1   	9500.000000	42339.3   	9500.000000	47522.7   	9500.000000	65229.3   	
10000.000000	1.16182e+07	10000.000000	1.26556e+07	10000.000000	1.51347e+07	10000.000000	1.52234e+07	10000.000000	1.51777e+07	10000.000000	25455.2   	10000.000000	42189.3   	10000.000000	43764.9   	10000.000000	49242.9   	10000.000000	67692.2   	
11000.000000	1.23509e+07	11000.000000	1.36182e+07	11000.000000	1.66321e+07	11000.000000	1.67289e+07	11000.000000	1.66789e+07	11000.000000	26762.7   	11000.000000	47559.4   	11000.000000	46500     	11000.000000	52545.5   	11000.000000	72432.9   	
12000.000000	1.30264e+07	12000.000000	1.45336e+07	12000.000000	1.81177e+07	12000.000000	1.82225e+07	12000.000000	1.81683e+07	12000.000000	27996     	12000.000000	53081.6   	12000.000000	49097.3   	12000.000000	55683.3   	12000.000000	76951.7   	
13000.000000	1.36511e+07	13000.000000	1.54064e+07	13000.000000	1.95927e+07	13000.000000	1.97053e+07	13000.000000	1.9647e+07	13000.000000	29165.2   	13000.000000	58747.8   	13000.000000	51573.9   	13000.000000	58675.7   	13000.000000	81273.7   	
14000.000000	1.42307e+07	14000.000000	1.62401e+07	14000.000000	2.10577e+07	14000.000000	2.1178e+07	14000.000000	2.11157e+07	14000.000000	30278.7   	14000.000000	64555.2   	14000.000000	53943.8   	14000.000000	61538.6   	14000.000000	85420.2   	
15000.000000	1.477e+07 	15000.000000	1.70384e+07	15000.000000	2.25136e+07	15000.000000	2.26414e+07	15000.000000	2.25753e+07	15000.000000	31343.2   	15000.000000	70502.1   	15000.000000	56218.6   	15000.000000	64285.4   	15000.000000	89408.7   	
16000.000000	1.52729e+07	16000.000000	1.78039e+07	16000.000000	2.39611e+07	16000.000000	2.40963e+07	16000.000000	2.40263e+07	16000.000000	32364.1   	16000.000000	76584.1   	16000.000000	58407.8   	16000.000000	66927.4   	16000.000000	93254.2   	
17000.000000	1.57433e+07	17000.000000	1.85395e+07	17000.000000	2.54008e+07	17000.000000	2.55431e+07	17000.000000	2.54694e+07	17000.000000	33345.9   	17000.000000	82794.9   	17000.000000	60519.6   	17000.000000	69474.2   	17000.000000	96969.7   	
18000.000000	1.6184e+07	18000.000000	1.92473e+07	18000.000000	2.68331e+07	18000.000000	2.69825e+07	18000.000000	2.69052e+07	18000.000000	34292.7   	18000.000000	89128.1   	18000.000000	62561     	18000.000000	71934.3   	18000.000000	100566    	
19000.000000	1.6598e+07	19000.000000	1.99294e+07	19000.000000	2.82585e+07	19000.000000	2.84148e+07	19000.000000	2.83339e+07	19000.000000	35207.5   	19000.000000	95578     	19000.000000	64538     	19000.000000	74314.8   	19000.000000	104053    	
20000.000000	1.69875e+07	20000.000000	2.05877e+07	20000.000000	2.96774e+07	20000.000000	2.98405e+07	20000.000000	2.97562e+07	20000.000000	36093.3   	20000.000000	102140    	20000.000000	66455.9   	20000.000000	76622     	20000.000000	107440    	
21000.000000	1.73548e+07	21000.000000	2.12237e+07	21000.000000	3.10901e+07	21000.000000	3.126e+07 	21000.000000	3.11723e+07	21000.000000	36952.4   	21000.000000	108809    	21000.000000	68319.2   	21000.000000	78861.5   	21000.000000	110733    	
22000.000000	1.77016e+07	22000.000000	2.18391e+07	22000.000000	3.2497e+07	22000.000000	3.26735e+07	22000.000000	3.25826e+07	22000.000000	37787.1   	22000.000000	115589    	22000.000000	70131.9   	22000.000000	81038.2   	22000.000000	113939    	
23000.000000	1.80297e+07	23000.000000	2.24351e+07	23000.000000	3.38985e+07	23000.000000	3.40815e+07	23000.000000	3.39874e+07	23000.000000	38599     	23000.000000	122477    	23000.000000	71897.5   	23000.000000	83156.4   	23000.000000	117065    	
24000.000000	1.83405e+07	24000.000000	2.30129e+07	24000.000000	3.52947e+07	24000.000000	3.54842e+07	24000.000000	3.5387e+07	24000.000000	39390     	24000.000000	129467    	24000.000000	73619.3   	24000.000000	85220.1   	24000.000000	120115    	
25000.000000	1.86354e+07	25000.000000	2.35736e+07	25000.000000	3.66861e+07	25000.000000	3.68818e+07	25000.000000	3.67816e+07	25000.000000	40161.4   	25000.000000	136553    	25000.000000	75300.1   	25000.000000	87232.7   	25000.000000	123094    	
26000.000000	1.89156e+07	26000.000000	2.41183e+07	26000.000000	3.80727e+07	26000.000000	3.82746e+07	26000.000000	3.81714e+07	26000.000000	40914.5   	26000.000000	143736    	26000.000000	76942.4   	26000.000000	89197.5   	26000.000000	126006    	
27000.000000	1.91821e+07	27000.000000	2.46478e+07	27000.000000	3.94548e+07	27000.000000	3.96628e+07	27000.000000	3.95568e+07	27000.000000	41650.6   	27000.000000	151015    	27000.000000	78548.6   	27000.000000	91117.1   	27000.000000	128856    	
28000.000000	1.9436e+07	28000.000000	2.51631e+07	28000.000000	4.08326e+07	28000.000000	4.10466e+07	28000.000000	4.09378e+07	28000.000000	42370.6   	28000.000000	158390    	28000.000000	80120.6   	28000.000000	92994.3   	28000.000000	131647    	
29000.000000	1.96781e+07	29000.000000	2.56648e+07	29000.000000	4.22063e+07	29000.000000	4.24262e+07	29000.000000	4.23148e+07	29000.000000	43075.6   	29000.000000	165857    	29000.000000	81660.5   	29000.000000	94831.3   	29000.000000	134382    	
30000.000000	1.99092e+07	30000.000000	2.61536e+07	30000.000000	4.3576e+07	30000.000000	4.38017e+07	30000.000000	4.36877e+07	30000.000000	43766.4   	30000.000000	173411    	30000.000000	83169.9   	30000.000000	96630.4   	30000.000000	137064    	
32000.000000	2.03412e+07	32000.000000	2.70955e+07	32000.000000	4.63042e+07	32000.000000	4.65412e+07	32000.000000	4.64224e+07	32000.000000	45108.3   	32000.000000	188774    	32000.000000	86103.5   	32000.000000	100122    	32000.000000	142279    	
34000.000000	2.07373e+07	34000.000000	2.79934e+07	34000.000000	4.90185e+07	34000.000000	4.92663e+07	34000.000000	4.9143e+07	34000.000000	46402     	34000.000000	204476    	34000.000000	88932.7   	34000.000000	103484    	34000.000000	147312    	
36000.000000	2.11017e+07	36000.000000	2.88513e+07	36000.000000	5.17197e+07	36000.000000	5.19779e+07	36000.000000	5.18506e+07	36000.000000	47652.1   	36000.000000	220508    	36000.000000	91666.9   	36000.000000	106728    	36000.000000	152178    	
38000.000000	2.14379e+07	38000.000000	2.96727e+07	38000.000000	5.44089e+07	38000.000000	5.4677e+07	38000.000000	5.45461e+07	38000.000000	48862.5   	38000.000000	236848    	38000.000000	94314.3   	38000.000000	109863    	38000.000000	156893    	
40000.000000	2.17492e+07	40000.000000	3.04606e+07	40000.000000	5.70868e+07	40000.000000	5.73643e+07	40000.000000	5.72301e+07	40000.000000	50036.7   	40000.000000	253471    	40000.000000	96882     	40000.000000	112900    	40000.000000	161468    	
42000.000000	2.20382e+07	42000.000000	3.12179e+07	42000.000000	5.97541e+07	42000.000000	6.00406e+07	42000.000000	5.99035e+07	42000.000000	51177.7   	42000.000000	270366    	42000.000000	99376.3   	42000.000000	115845    	42000.000000	165915    	
44000.000000	2.2307e+07	44000.000000	3.19468e+07	44000.000000	6.24114e+07	44000.000000	6.27064e+07	44000.000000	6.25669e+07	44000.000000	52288     	44000.000000	287527    	44000.000000	101802    	44000.000000	118705    	44000.000000	170242    	
46000.000000	2.25578e+07	46000.000000	3.26494e+07	46000.000000	6.50593e+07	46000.000000	6.53623e+07	46000.000000	6.52209e+07	46000.000000	53370     	46000.000000	304958    	46000.000000	104165    	46000.000000	121487    	46000.000000	174457    	
48000.000000	2.27923e+07	48000.000000	3.33276e+07	48000.000000	6.76983e+07	48000.000000	6.80088e+07	48000.000000	6.78659e+07	48000.000000	54425.5   	48000.000000	322657    	48000.000000	106469    	48000.000000	124196    	48000.000000	178569    	
50000.000000	2.30118e+07	50000.000000	3.39832e+07	50000.000000	7.03287e+07	50000.000000	7.06464e+07	50000.000000	7.05024e+07	50000.000000	55456.5   	50000.000000	340621    	50000.000000	108718    	50000.000000	126837    	50000.000000	182584    	
