! 2H range in H8C8
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
3000.000000	2.47698e+07	3000.000000	2.47991e+07	3000.000000	2.5637e+07	3000.000000	2.56627e+07	3000.000000	2.57184e+07	3000.000000	180796    	3000.000000	140988    	3000.000000	296134    	3000.000000	274796    	3000.000000	389141    	
3200.000000	2.65306e+07	3200.000000	2.66047e+07	3200.000000	2.76012e+07	3200.000000	2.76288e+07	3200.000000	2.76883e+07	3200.000000	189404    	3200.000000	152436    	3200.000000	313252    	3200.000000	292234    	3200.000000	414736    	
3400.000000	2.82617e+07	3400.000000	2.83904e+07	3400.000000	2.95627e+07	3400.000000	2.95923e+07	3400.000000	2.96555e+07	3400.000000	197681    	3400.000000	164032    	3400.000000	329904    	3400.000000	309291    	3400.000000	439828    	
3600.000000	2.99621e+07	3600.000000	3.01556e+07	3600.000000	3.1521e+07	3600.000000	3.15525e+07	3600.000000	3.16194e+07	3600.000000	205655    	3600.000000	175774    	3600.000000	346118    	3600.000000	325982    	3600.000000	464430    	
3800.000000	3.16317e+07	3800.000000	3.18997e+07	3800.000000	3.34755e+07	3800.000000	3.35089e+07	3800.000000	3.35795e+07	3800.000000	213350    	3800.000000	187656    	3800.000000	361920    	3800.000000	342320    	3800.000000	488559    	
4000.000000	3.327e+07 	4000.000000	3.36224e+07	4000.000000	3.54259e+07	4000.000000	3.54612e+07	4000.000000	3.55354e+07	4000.000000	220788    	4000.000000	199675    	4000.000000	377334    	4000.000000	358320    	4000.000000	512230    	
4200.000000	3.48772e+07	4200.000000	3.53237e+07	4200.000000	3.73719e+07	4200.000000	3.74091e+07	4200.000000	3.7487e+07	4200.000000	227988    	4200.000000	211828    	4200.000000	392380    	4200.000000	373995    	4200.000000	535461    	
4400.000000	3.64535e+07	4400.000000	3.70035e+07	4400.000000	3.93134e+07	4400.000000	3.93524e+07	4400.000000	3.94339e+07	4400.000000	234967    	4400.000000	224111    	4400.000000	407079    	4400.000000	389359    	4400.000000	558267    	
4600.000000	3.79991e+07	4600.000000	3.86619e+07	4600.000000	4.12503e+07	4600.000000	4.12911e+07	4600.000000	4.13762e+07	4600.000000	241742    	4600.000000	236522    	4600.000000	421451    	4600.000000	404425    	4600.000000	580664    	
4800.000000	3.95145e+07	4800.000000	4.02991e+07	4800.000000	4.31824e+07	4800.000000	4.32251e+07	4800.000000	4.33137e+07	4800.000000	248326    	4800.000000	249061    	4800.000000	435511    	4800.000000	419204    	4800.000000	602668    	
5000.000000	4.10001e+07	5000.000000	4.19153e+07	5000.000000	4.51098e+07	5000.000000	4.51543e+07	5000.000000	4.52464e+07	5000.000000	254731    	5000.000000	261724    	5000.000000	449277    	5000.000000	433709    	5000.000000	624294    	
5250.000000	4.28162e+07	5250.000000	4.39064e+07	5250.000000	4.75124e+07	5250.000000	4.75591e+07	5250.000000	4.76555e+07	5250.000000	262504    	5250.000000	277726    	5250.000000	466092    	5250.000000	451471    	5250.000000	650815    	
5500.000000	4.45876e+07	5500.000000	4.58656e+07	5500.000000	4.99075e+07	5500.000000	4.99565e+07	5500.000000	5.00572e+07	5500.000000	270036    	5500.000000	293918    	5500.000000	482497    	5500.000000	468843    	5500.000000	676795    	
6000.000000	4.80018e+07	6000.000000	4.96912e+07	6000.000000	5.4676e+07	6000.000000	5.47294e+07	6000.000000	5.48386e+07	6000.000000	284445    	6000.000000	326860    	6000.000000	514169    	6000.000000	502489    	6000.000000	727227    	
6500.000000	5.12523e+07	6500.000000	5.33976e+07	6500.000000	5.9416e+07	6500.000000	5.94738e+07	6500.000000	5.95915e+07	6500.000000	298080    	6500.000000	360529    	6500.000000	544463    	6500.000000	534788    	6500.000000	775772    	
7000.000000	5.4349e+07	7000.000000	5.69905e+07	7000.000000	6.41288e+07	7000.000000	6.41909e+07	7000.000000	6.43169e+07	7000.000000	311037    	7000.000000	394902    	7000.000000	573524    	7000.000000	565860    	7000.000000	822593    	
7500.000000	5.73015e+07	7500.000000	6.04756e+07	7500.000000	6.88155e+07	7500.000000	6.88819e+07	7500.000000	6.9016e+07	7500.000000	323396    	7500.000000	429959    	7500.000000	601473    	7500.000000	595813    	7500.000000	867833    	
8000.000000	6.01188e+07	8000.000000	6.38585e+07	8000.000000	7.34772e+07	8000.000000	7.35478e+07	8000.000000	7.369e+07 	8000.000000	335223    	8000.000000	465682    	8000.000000	628414    	8000.000000	624738    	8000.000000	911619    	
8500.000000	6.28097e+07	8500.000000	6.71443e+07	8500.000000	7.81152e+07	8500.000000	7.819e+07 	8500.000000	7.83402e+07	8500.000000	346574    	8500.000000	502054    	8500.000000	654436    	8500.000000	652719    	8500.000000	954062    	
9000.000000	6.5382e+07	9000.000000	7.03383e+07	9000.000000	8.27306e+07	9000.000000	8.28095e+07	9000.000000	8.29676e+07	9000.000000	357496    	9000.000000	539058    	9000.000000	679617    	9000.000000	679827    	9000.000000	995262    	
9500.000000	6.78432e+07	9500.000000	7.3445e+07	9500.000000	8.73245e+07	9500.000000	8.74074e+07	9500.000000	8.75734e+07	9500.000000	368028    	9500.000000	576678    	9500.000000	704026    	9500.000000	706128    	9500.000000	1.03531e+06	
10000.000000	7.02004e+07	10000.000000	7.6469e+07	10000.000000	9.18978e+07	10000.000000	9.19848e+07	10000.000000	9.21585e+07	10000.000000	378205    	10000.000000	614898    	10000.000000	727722    	10000.000000	731678    	10000.000000	1.07428e+06	
11000.000000	7.46275e+07	11000.000000	8.2285e+07	11000.000000	1.00986e+08	11000.000000	1.01082e+08	11000.000000	1.01271e+08	11000.000000	397612    	11000.000000	693086    	11000.000000	773178    	11000.000000	780727    	11000.000000	1.14927e+06	
12000.000000	7.8709e+07	12000.000000	8.78165e+07	12000.000000	1.10004e+08	12000.000000	1.10106e+08	12000.000000	1.10311e+08	12000.000000	415913    	12000.000000	773543    	12000.000000	816341    	12000.000000	827325    	12000.000000	1.22074e+06	
13000.000000	8.2484e+07	13000.000000	9.30897e+07	13000.000000	1.18956e+08	13000.000000	1.19066e+08	13000.000000	1.19285e+08	13000.000000	433262    	13000.000000	856177    	13000.000000	857496    	13000.000000	871760    	13000.000000	1.28907e+06	
14000.000000	8.59862e+07	14000.000000	9.81278e+07	14000.000000	1.27847e+08	14000.000000	1.27964e+08	14000.000000	1.28198e+08	14000.000000	449783    	14000.000000	940872    	14000.000000	896874    	14000.000000	914268    	14000.000000	1.35461e+06	
15000.000000	8.92444e+07	15000.000000	1.02951e+08	15000.000000	1.36682e+08	15000.000000	1.36807e+08	15000.000000	1.37056e+08	15000.000000	465574    	15000.000000	1.02752e+06	15000.000000	934668    	15000.000000	955050    	15000.000000	1.41764e+06	
16000.000000	9.22836e+07	16000.000000	1.07577e+08	16000.000000	1.45464e+08	16000.000000	1.45598e+08	16000.000000	1.45861e+08	16000.000000	480716    	16000.000000	1.11605e+06	16000.000000	971038    	16000.000000	994274    	16000.000000	1.4784e+06	
17000.000000	9.51253e+07	17000.000000	1.12021e+08	17000.000000	1.54198e+08	17000.000000	1.5434e+08	17000.000000	1.54617e+08	17000.000000	495279    	17000.000000	1.20642e+06	17000.000000	1.00612e+06	17000.000000	1.03208e+06	17000.000000	1.53709e+06	
18000.000000	9.77886e+07	18000.000000	1.16298e+08	18000.000000	1.62886e+08	18000.000000	1.63037e+08	18000.000000	1.63329e+08	18000.000000	509319    	18000.000000	1.29858e+06	18000.000000	1.04003e+06	18000.000000	1.0686e+06	18000.000000	1.59389e+06	
19000.000000	1.0029e+08	19000.000000	1.20419e+08	19000.000000	1.71533e+08	19000.000000	1.71691e+08	19000.000000	1.71997e+08	19000.000000	522884    	19000.000000	1.39251e+06	19000.000000	1.07287e+06	19000.000000	1.10393e+06	19000.000000	1.64896e+06	
20000.000000	1.02644e+08	20000.000000	1.24397e+08	20000.000000	1.8014e+08	20000.000000	1.80306e+08	20000.000000	1.80626e+08	20000.000000	536017    	20000.000000	1.48817e+06	20000.000000	1.10472e+06	20000.000000	1.13817e+06	20000.000000	1.70242e+06	
21000.000000	1.04863e+08	21000.000000	1.2824e+08	21000.000000	1.8871e+08	21000.000000	1.88883e+08	21000.000000	1.89217e+08	21000.000000	548754    	21000.000000	1.58551e+06	21000.000000	1.13566e+06	21000.000000	1.17141e+06	21000.000000	1.7544e+06	
22000.000000	1.06958e+08	22000.000000	1.31958e+08	22000.000000	1.97245e+08	22000.000000	1.97424e+08	22000.000000	1.97772e+08	22000.000000	561125    	22000.000000	1.68451e+06	22000.000000	1.16577e+06	22000.000000	1.20371e+06	22000.000000	1.805e+06 	
23000.000000	1.08941e+08	23000.000000	1.35559e+08	23000.000000	2.05746e+08	23000.000000	2.05932e+08	23000.000000	2.06294e+08	23000.000000	573159    	23000.000000	1.78511e+06	23000.000000	1.19508e+06	23000.000000	1.23514e+06	23000.000000	1.85431e+06	
24000.000000	1.10819e+08	24000.000000	1.39051e+08	24000.000000	2.14215e+08	24000.000000	2.14407e+08	24000.000000	2.14783e+08	24000.000000	584881    	24000.000000	1.8873e+06	24000.000000	1.22367e+06	24000.000000	1.26576e+06	24000.000000	1.90243e+06	
25000.000000	1.12601e+08	25000.000000	1.42439e+08	25000.000000	2.22654e+08	25000.000000	2.22852e+08	25000.000000	2.23241e+08	25000.000000	596311    	25000.000000	1.99094e+06	25000.000000	1.25158e+06	25000.000000	1.29562e+06	25000.000000	1.94942e+06	
26000.000000	1.14294e+08	26000.000000	1.4573e+08	26000.000000	2.31063e+08	26000.000000	2.31268e+08	26000.000000	2.31671e+08	26000.000000	607470    	26000.000000	2.09597e+06	26000.000000	1.27884e+06	26000.000000	1.32477e+06	26000.000000	1.99535e+06	
27000.000000	1.15904e+08	27000.000000	1.4893e+08	27000.000000	2.39445e+08	27000.000000	2.39655e+08	27000.000000	2.40073e+08	27000.000000	618374    	27000.000000	2.20241e+06	27000.000000	1.3055e+06	27000.000000	1.35325e+06	27000.000000	2.04029e+06	
28000.000000	1.17438e+08	28000.000000	1.52043e+08	28000.000000	2.478e+08 	28000.000000	2.48017e+08	28000.000000	2.48448e+08	28000.000000	629039    	28000.000000	2.31029e+06	28000.000000	1.3316e+06	28000.000000	1.38109e+06	28000.000000	2.08429e+06	
29000.000000	1.18901e+08	29000.000000	1.55074e+08	29000.000000	2.5613e+08	29000.000000	2.56353e+08	29000.000000	2.56797e+08	29000.000000	639480    	29000.000000	2.41959e+06	29000.000000	1.35715e+06	29000.000000	1.40834e+06	29000.000000	2.1274e+06	
30000.000000	1.20297e+08	30000.000000	1.58028e+08	30000.000000	2.64436e+08	30000.000000	2.64664e+08	30000.000000	2.65123e+08	30000.000000	649708    	30000.000000	2.53029e+06	30000.000000	1.3822e+06	30000.000000	1.43502e+06	30000.000000	2.16966e+06	
32000.000000	1.22908e+08	32000.000000	1.63719e+08	32000.000000	2.80977e+08	32000.000000	2.81217e+08	32000.000000	2.81703e+08	32000.000000	669576    	32000.000000	2.75574e+06	32000.000000	1.43088e+06	32000.000000	1.4868e+06	32000.000000	2.25184e+06	
34000.000000	1.25301e+08	34000.000000	1.69145e+08	34000.000000	2.97433e+08	34000.000000	2.97683e+08	34000.000000	2.98196e+08	34000.000000	688724    	34000.000000	2.9863e+06	34000.000000	1.47782e+06	34000.000000	1.53665e+06	34000.000000	2.33112e+06	
36000.000000	1.27503e+08	36000.000000	1.74328e+08	36000.000000	3.13808e+08	36000.000000	3.14067e+08	36000.000000	3.14609e+08	36000.000000	707221    	36000.000000	3.22174e+06	36000.000000	1.52318e+06	36000.000000	1.58473e+06	36000.000000	2.40776e+06	
38000.000000	1.29534e+08	38000.000000	1.79291e+08	38000.000000	3.30107e+08	38000.000000	3.30376e+08	38000.000000	3.30945e+08	38000.000000	725127    	38000.000000	3.46188e+06	38000.000000	1.56709e+06	38000.000000	1.63121e+06	38000.000000	2.48198e+06	
40000.000000	1.31415e+08	40000.000000	1.84053e+08	40000.000000	3.46336e+08	40000.000000	3.46614e+08	40000.000000	3.47211e+08	40000.000000	742491    	40000.000000	3.70661e+06	40000.000000	1.60967e+06	40000.000000	1.6762e+06	40000.000000	2.55399e+06	
42000.000000	1.33161e+08	42000.000000	1.88628e+08	42000.000000	3.62498e+08	42000.000000	3.62784e+08	42000.000000	3.6341e+08	42000.000000	759358    	42000.000000	3.95583e+06	42000.000000	1.65102e+06	42000.000000	1.71984e+06	42000.000000	2.62394e+06	
44000.000000	1.34786e+08	44000.000000	1.93032e+08	44000.000000	3.78598e+08	44000.000000	3.78892e+08	44000.000000	3.79546e+08	44000.000000	775767    	44000.000000	4.20946e+06	44000.000000	1.69124e+06	44000.000000	1.76222e+06	44000.000000	2.692e+06 	
46000.000000	1.36301e+08	46000.000000	1.97278e+08	46000.000000	3.94637e+08	46000.000000	3.9494e+08	46000.000000	3.95622e+08	46000.000000	791751    	46000.000000	4.46741e+06	46000.000000	1.7304e+06	46000.000000	1.80342e+06	46000.000000	2.75829e+06	
48000.000000	1.37718e+08	48000.000000	2.01376e+08	48000.000000	4.10621e+08	48000.000000	4.10931e+08	48000.000000	4.11642e+08	48000.000000	807340    	48000.000000	4.72962e+06	48000.000000	1.76858e+06	48000.000000	1.84353e+06	48000.000000	2.82292e+06	
50000.000000	1.39044e+08	50000.000000	2.05337e+08	50000.000000	4.26551e+08	50000.000000	4.26868e+08	50000.000000	4.27609e+08	50000.000000	822561    	50000.000000	4.99597e+06	50000.000000	1.80583e+06	50000.000000	1.88263e+06	50000.000000	2.88601e+06	
