! 1H range in H8C8
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
4800.000000	1.97671e+07	4800.000000	2.01596e+07	4800.000000	2.16019e+07	4800.000000	2.16233e+07	4800.000000	2.16676e+07	4800.000000	175636    	4800.000000	176156    	4800.000000	297568    	4800.000000	296517    	4800.000000	415662    	
5000.000000	2.05102e+07	5000.000000	2.09681e+07	5000.000000	2.25661e+07	5000.000000	2.25884e+07	5000.000000	2.26344e+07	5000.000000	180167    	5000.000000	185113    	5000.000000	306973    	5000.000000	306776    	5000.000000	430590    	
5250.000000	2.14187e+07	5250.000000	2.19641e+07	5250.000000	2.3768e+07	5250.000000	2.37914e+07	5250.000000	2.38396e+07	5250.000000	185664    	5250.000000	196431    	5250.000000	318462    	5250.000000	319340    	5250.000000	448899    	
5500.000000	2.23049e+07	5500.000000	2.29442e+07	5500.000000	2.49661e+07	5500.000000	2.49907e+07	5500.000000	2.5041e+07	5500.000000	190992    	5500.000000	207883    	5500.000000	329670    	5500.000000	331627    	5500.000000	466834    	
6000.000000	2.40128e+07	6000.000000	2.48579e+07	6000.000000	2.73516e+07	6000.000000	2.73783e+07	6000.000000	2.74329e+07	6000.000000	201183    	6000.000000	231183    	6000.000000	351309    	6000.000000	355426    	6000.000000	501652    	
6500.000000	2.56389e+07	6500.000000	2.67121e+07	6500.000000	2.97228e+07	6500.000000	2.97517e+07	6500.000000	2.98105e+07	6500.000000	210827    	6500.000000	254996    	6500.000000	372008    	6500.000000	378271    	6500.000000	535170    	
7000.000000	2.7188e+07	7000.000000	2.85094e+07	7000.000000	3.20803e+07	7000.000000	3.21114e+07	7000.000000	3.21744e+07	7000.000000	219991    	7000.000000	279307    	7000.000000	391863    	7000.000000	400249    	7000.000000	567499    	
7500.000000	2.8665e+07	7500.000000	3.02528e+07	7500.000000	3.44248e+07	7500.000000	3.4458e+07	7500.000000	3.45251e+07	7500.000000	228732    	7500.000000	304102    	7500.000000	410958    	7500.000000	421434    	7500.000000	598738    	
8000.000000	3.00743e+07	8000.000000	3.19451e+07	8000.000000	3.67568e+07	8000.000000	3.67922e+07	8000.000000	3.68633e+07	8000.000000	237097    	8000.000000	329369    	8000.000000	429365    	8000.000000	441894    	8000.000000	628975    	
8500.000000	3.14204e+07	8500.000000	3.35888e+07	8500.000000	3.9077e+07	8500.000000	3.91144e+07	8500.000000	3.91895e+07	8500.000000	245126    	8500.000000	355094    	8500.000000	447144    	8500.000000	461685    	8500.000000	658285    	
9000.000000	3.27072e+07	9000.000000	3.51866e+07	9000.000000	4.13859e+07	9000.000000	4.14253e+07	9000.000000	4.15044e+07	9000.000000	252850    	9000.000000	381266    	9000.000000	464349    	9000.000000	480859    	9000.000000	686739    	
9500.000000	3.39385e+07	9500.000000	3.67407e+07	9500.000000	4.36839e+07	9500.000000	4.37254e+07	9500.000000	4.38084e+07	9500.000000	260300    	9500.000000	407874    	9500.000000	481025    	9500.000000	499461    	9500.000000	714396    	
10000.000000	3.51176e+07	10000.000000	3.82535e+07	10000.000000	4.59717e+07	10000.000000	4.60152e+07	10000.000000	4.61021e+07	10000.000000	267498    	10000.000000	434906    	10000.000000	497215    	10000.000000	517533    	10000.000000	741312    	
11000.000000	3.73323e+07	11000.000000	4.11629e+07	11000.000000	5.05183e+07	11000.000000	5.05658e+07	11000.000000	5.06604e+07	11000.000000	281224    	11000.000000	490207    	11000.000000	528272    	11000.000000	552225    	11000.000000	793112    	
12000.000000	3.9374e+07	12000.000000	4.393e+07 	12000.000000	5.50292e+07	12000.000000	5.50806e+07	12000.000000	5.51827e+07	12000.000000	294168    	12000.000000	547113    	12000.000000	557762    	12000.000000	585184    	12000.000000	842477    	
13000.000000	4.12625e+07	13000.000000	4.6568e+07	13000.000000	5.95073e+07	13000.000000	5.95624e+07	13000.000000	5.9672e+07	13000.000000	306439    	13000.000000	605559    	13000.000000	585879    	13000.000000	616613    	13000.000000	889683    	
14000.000000	4.30145e+07	14000.000000	4.90882e+07	14000.000000	6.39551e+07	14000.000000	6.40139e+07	14000.000000	6.4131e+07	14000.000000	318123    	14000.000000	665462    	14000.000000	612783    	14000.000000	646679    	14000.000000	934962    	
15000.000000	4.46444e+07	15000.000000	5.1501e+07	15000.000000	6.83747e+07	15000.000000	6.84375e+07	15000.000000	6.85618e+07	15000.000000	329292    	15000.000000	726748    	15000.000000	638605    	15000.000000	675524    	15000.000000	978509    	
16000.000000	4.61647e+07	16000.000000	5.3815e+07	16000.000000	7.2768e+07	16000.000000	7.2835e+07	16000.000000	7.29666e+07	16000.000000	340002    	16000.000000	789365    	16000.000000	663454    	16000.000000	703267    	16000.000000	1.02049e+06	
17000.000000	4.75863e+07	17000.000000	5.60383e+07	17000.000000	7.7137e+07	17000.000000	7.72083e+07	17000.000000	7.73471e+07	17000.000000	350302    	17000.000000	853279    	17000.000000	687422    	17000.000000	730008    	17000.000000	1.06104e+06	
18000.000000	4.89186e+07	18000.000000	5.81778e+07	18000.000000	8.14835e+07	18000.000000	8.1559e+07	18000.000000	8.17049e+07	18000.000000	360232    	18000.000000	918465    	18000.000000	710590    	18000.000000	755836    	18000.000000	1.10029e+06	
19000.000000	5.01698e+07	19000.000000	6.02396e+07	19000.000000	8.58089e+07	19000.000000	8.58884e+07	19000.000000	8.60414e+07	19000.000000	369827    	19000.000000	984898    	19000.000000	733025    	19000.000000	780827    	19000.000000	1.13834e+06	
20000.000000	5.13473e+07	20000.000000	6.22293e+07	20000.000000	9.01146e+07	20000.000000	9.01978e+07	20000.000000	9.03578e+07	20000.000000	379115    	20000.000000	1.05255e+06	20000.000000	754788    	20000.000000	805047    	20000.000000	1.17528e+06	
21000.000000	5.24573e+07	21000.000000	6.4152e+07	21000.000000	9.44018e+07	21000.000000	9.44884e+07	21000.000000	9.46554e+07	21000.000000	388124    	21000.000000	1.12141e+06	21000.000000	775928    	21000.000000	828554    	21000.000000	1.2112e+06	
22000.000000	5.35057e+07	22000.000000	6.6012e+07	22000.000000	9.86714e+07	22000.000000	9.87611e+07	22000.000000	9.89352e+07	22000.000000	396874    	22000.000000	1.19142e+06	22000.000000	796494    	22000.000000	851401    	22000.000000	1.24617e+06	
23000.000000	5.44974e+07	23000.000000	6.78134e+07	23000.000000	1.02924e+08	23000.000000	1.03017e+08	23000.000000	1.03198e+08	23000.000000	405385    	23000.000000	1.26258e+06	23000.000000	816525    	23000.000000	873632    	23000.000000	1.28026e+06	
24000.000000	5.54369e+07	24000.000000	6.95599e+07	24000.000000	1.07161e+08	24000.000000	1.07257e+08	24000.000000	1.07445e+08	24000.000000	413676    	24000.000000	1.33485e+06	24000.000000	836057    	24000.000000	895290    	24000.000000	1.31351e+06	
25000.000000	5.63283e+07	25000.000000	7.12548e+07	25000.000000	1.11382e+08	25000.000000	1.11481e+08	25000.000000	1.11676e+08	25000.000000	421760    	25000.000000	1.40816e+06	25000.000000	855122    	25000.000000	916409    	25000.000000	1.34599e+06	
26000.000000	5.71752e+07	26000.000000	7.29012e+07	26000.000000	1.15589e+08	26000.000000	1.15691e+08	26000.000000	1.15893e+08	26000.000000	429652    	26000.000000	1.48244e+06	26000.000000	873749    	26000.000000	937025    	26000.000000	1.37774e+06	
27000.000000	5.79809e+07	27000.000000	7.45018e+07	27000.000000	1.19782e+08	27000.000000	1.19887e+08	27000.000000	1.20096e+08	27000.000000	437365    	27000.000000	1.55772e+06	27000.000000	891965    	27000.000000	957166    	27000.000000	1.4088e+06	
28000.000000	5.87482e+07	28000.000000	7.60592e+07	28000.000000	1.23962e+08	28000.000000	1.2407e+08	28000.000000	1.24286e+08	28000.000000	444908    	28000.000000	1.63402e+06	28000.000000	909793    	28000.000000	976860    	28000.000000	1.43921e+06	
29000.000000	5.94799e+07	29000.000000	7.75756e+07	29000.000000	1.28129e+08	29000.000000	1.2824e+08	29000.000000	1.28462e+08	29000.000000	452293    	29000.000000	1.71133e+06	29000.000000	927254    	29000.000000	996131    	29000.000000	1.46901e+06	
30000.000000	6.01784e+07	30000.000000	7.90533e+07	30000.000000	1.32283e+08	30000.000000	1.32398e+08	30000.000000	1.32627e+08	30000.000000	459527    	30000.000000	1.78963e+06	30000.000000	944368    	30000.000000	1.015e+06 	30000.000000	1.49823e+06	
32000.000000	6.14844e+07	32000.000000	8.19003e+07	32000.000000	1.40559e+08	32000.000000	1.40678e+08	32000.000000	1.40921e+08	32000.000000	473579    	32000.000000	1.94908e+06	32000.000000	977627    	32000.000000	1.05163e+06	32000.000000	1.55504e+06	
34000.000000	6.26816e+07	34000.000000	8.46142e+07	34000.000000	1.4879e+08	34000.000000	1.48915e+08	34000.000000	1.49172e+08	34000.000000	487122    	34000.000000	2.11216e+06	34000.000000	1.0097e+06	34000.000000	1.08688e+06	34000.000000	1.60984e+06	
36000.000000	6.37829e+07	36000.000000	8.72073e+07	36000.000000	1.56982e+08	36000.000000	1.57112e+08	36000.000000	1.57383e+08	36000.000000	500205    	36000.000000	2.27868e+06	36000.000000	1.04068e+06	36000.000000	1.12089e+06	36000.000000	1.66283e+06	
38000.000000	6.47994e+07	38000.000000	8.96902e+07	38000.000000	1.65136e+08	38000.000000	1.6527e+08	38000.000000	1.65555e+08	38000.000000	512869    	38000.000000	2.44853e+06	38000.000000	1.07068e+06	38000.000000	1.15376e+06	38000.000000	1.71415e+06	
40000.000000	6.57403e+07	40000.000000	9.2072e+07	40000.000000	1.73254e+08	40000.000000	1.73393e+08	40000.000000	1.73692e+08	40000.000000	525151    	40000.000000	2.62162e+06	40000.000000	1.09977e+06	40000.000000	1.18559e+06	40000.000000	1.76394e+06	
42000.000000	6.66136e+07	42000.000000	9.43609e+07	42000.000000	1.81339e+08	42000.000000	1.81482e+08	42000.000000	1.81795e+08	42000.000000	537081    	42000.000000	2.79789e+06	42000.000000	1.12803e+06	42000.000000	1.21645e+06	42000.000000	1.81231e+06	
44000.000000	6.74263e+07	44000.000000	9.6564e+07	44000.000000	1.89393e+08	44000.000000	1.8954e+08	44000.000000	1.89867e+08	44000.000000	548686    	44000.000000	2.97727e+06	44000.000000	1.1555e+06	44000.000000	1.24642e+06	44000.000000	1.85937e+06	
46000.000000	6.81844e+07	46000.000000	9.86878e+07	46000.000000	1.97417e+08	46000.000000	1.97568e+08	46000.000000	1.97909e+08	46000.000000	559991    	46000.000000	3.15972e+06	46000.000000	1.18226e+06	46000.000000	1.27557e+06	46000.000000	1.9052e+06	
48000.000000	6.8893e+07	48000.000000	1.00738e+08	48000.000000	2.05412e+08	48000.000000	2.05567e+08	48000.000000	2.05923e+08	48000.000000	571017    	48000.000000	3.34518e+06	48000.000000	1.20834e+06	48000.000000	1.30394e+06	48000.000000	1.9499e+06	
50000.000000	6.95568e+07	50000.000000	1.02719e+08	50000.000000	2.13382e+08	50000.000000	2.1354e+08	50000.000000	2.13911e+08	50000.000000	581783    	50000.000000	3.53356e+06	50000.000000	1.23379e+06	50000.000000	1.33159e+06	50000.000000	1.99353e+06	
